nearest_station_id,nearest_station_name,Date,Time,Vehiculos,Time_single,Datetime
24,IS 52,10/05/2017,10:00-11:00AM,1471,11:00:00,2017-10-05 11:00:00
24,IS 52,10/06/2017,10:00-11:00AM,1472,11:00:00,2017-10-06 11:00:00
24,IS 52,10/07/2017,10:00-11:00AM,1352,11:00:00,2017-10-07 11:00:00
24,IS 52,10/08/2017,10:00-11:00AM,914,11:00:00,2017-10-08 11:00:00
25,Millbrook,04/07/2018,10:00-11:00AM,518,11:00:00,2018-04-07 11:00:00
25,Millbrook,04/08/2018,10:00-11:00AM,609,11:00:00,2018-04-08 11:00:00
25,Millbrook,04/09/2018,10:00-11:00AM,492,11:00:00,2018-04-09 11:00:00
25,Millbrook,04/10/2018,10:00-11:00AM,516,11:00:00,2018-04-10 11:00:00
25,Millbrook,04/11/2018,10:00-11:00AM,470,11:00:00,2018-04-11 11:00:00
25,Millbrook,04/12/2018,10:00-11:00AM,353,11:00:00,2018-04-12 11:00:00
25,Millbrook,04/13/2018,10:00-11:00AM,399,11:00:00,2018-04-13 11:00:00
25,Millbrook,04/14/2018,10:00-11:00AM,549,11:00:00,2018-04-14 11:00:00
25,Millbrook,04/15/2018,10:00-11:00AM,574,11:00:00,2018-04-15 11:00:00
34,White Plains,03/03/2018,10:00-11:00AM,1088,11:00:00,2018-03-03 11:00:00
34,White Plains,03/04/2018,10:00-11:00AM,884,11:00:00,2018-03-04 11:00:00
34,White Plains,03/05/2018,10:00-11:00AM,1033,11:00:00,2018-03-05 11:00:00
34,White Plains,03/06/2018,10:00-11:00AM,1311,11:00:00,2018-03-06 11:00:00
34,White Plains,03/07/2018,10:00-11:00AM,904,11:00:00,2018-03-07 11:00:00
34,White Plains,03/08/2018,10:00-11:00AM,975,11:00:00,2018-03-08 11:00:00
34,White Plains,03/09/2018,10:00-11:00AM,1098,11:00:00,2018-03-09 11:00:00
34,White Plains,03/10/2018,10:00-11:00AM,1211,11:00:00,2018-03-10 11:00:00
34,White Plains,03/12/2018,10:00-11:00AM,1216,11:00:00,2018-03-12 11:00:00
34,White Plains,03/13/2018,10:00-11:00AM,976,11:00:00,2018-03-13 11:00:00
34,White Plains,03/14/2018,10:00-11:00AM,1074,11:00:00,2018-03-14 11:00:00
34,White Plains,03/15/2018,10:00-11:00AM,1039,11:00:00,2018-03-15 11:00:00
34,White Plains,09/23/2017,10:00-11:00AM,797,11:00:00,2017-09-23 11:00:00
34,White Plains,09/24/2017,10:00-11:00AM,770,11:00:00,2017-09-24 11:00:00
